No_Event,Event,Swimmers,School,Location,Date,TIME,PL,Against,House.name,Month,Spells,Times
22,200 FREE RELAY,Lilian Moon,Hogwarts,Mahoutokoro,2019-10-27,02:30:4,2,Mahoutokoro,Hufflepuff,October,51.244680851063826,150.4
22,200 FREE RELAY,Daphne Greengrass,Hogwarts,Mahoutokoro,2019-10-27,02:30:4,2,Mahoutokoro,Slytherin,October,82.24468085106383,150.4
22,200 FREE RELAY,Theodore Nott,Hogwarts,Mahoutokoro,2019-10-27,02:30:4,2,Mahoutokoro,Slytherin,October,80.24468085106383,150.4
22,200 FREE RELAY,Astoria Greengrass,Hogwarts,Mahoutokoro,2019-10-27,02:30:4,2,Mahoutokoro,Slytherin,October,64.74468085106383,150.4
31,400 FREE RELAY,Cedric Diggory,Hogwarts,Mahoutokoro,2019-10-27,04:46:8,1,Mahoutokoro,Hufflepuff,October,37.43375174337517,286.8
31,400 FREE RELAY,Angelina Johnson,Hogwarts,Mahoutokoro,2019-10-27,04:46:8,1,Mahoutokoro,Gryffindor,October,0,286.8
31,400 FREE RELAY,Molly Weasley,Hogwarts,Mahoutokoro,2019-10-27,04:46:8,1,Mahoutokoro,Gryffindor,October,16.933751743375176,286.8
31,400 FREE RELAY,Arthur Weasley,Hogwarts,Mahoutokoro,2019-10-27,04:46:8,1,Mahoutokoro,Gryffindor,October,10.933751743375176,286.8
1,200 MEDLEY RELAY,Moaning Myrtle,Hogwarts,Hogwarts,2019-11-03,02:58:8,3,Castelobruxo,Ravenclaw,November,36.9642058165548,178.8
1,200 MEDLEY RELAY,Bertha Jorkins,Hogwarts,Hogwarts,2019-11-03,02:58:8,3,Castelobruxo,Ravenclaw,November,44.46420581655481,178.8
1,200 MEDLEY RELAY,Sirius Black,Hogwarts,Hogwarts,2019-11-03,02:58:8,3,Castelobruxo,Gryffindor,November,21.464205816554802,178.8
1,200 MEDLEY RELAY,Peter Pettigrew,Hogwarts,Hogwarts,2019-11-03,02:58:8,3,Castelobruxo,Gryffindor,November,9.464205816554806,178.8
2,200 MEDLEY RELAY,Minerva McGonagall,Hogwarts,Hogwarts,2019-11-03,02:29:9,2,Castelobruxo,Gryffindor,November,15.355570380253504,149.9
2,200 MEDLEY RELAY,Remus Lupin,Hogwarts,Hogwarts,2019-11-03,02:29:9,2,Castelobruxo,Gryffindor,November,13.355570380253504,149.9
2,200 MEDLEY RELAY,Lee Jordan,Hogwarts,Hogwarts,2019-11-03,02:29:9,2,Castelobruxo,Gryffindor,November,28.355570380253496,149.9
2,200 MEDLEY RELAY,Alicia Spinnet,Hogwarts,Hogwarts,2019-11-03,02:29:9,2,Castelobruxo,Gryffindor,November,24.855570380253496,149.9
22,200 FREE RELAY,Terry Boot,Hogwarts,Hogwarts,2019-11-03,02:42:3,4,Castelobruxo,Ravenclaw,November,48.30714725816389,162.3
22,200 FREE RELAY,Ernie Macmillan,Hogwarts,Hogwarts,2019-11-03,02:42:3,4,Castelobruxo,Hufflepuff,November,33.807147258163894,162.3
22,200 FREE RELAY,Vincent Crabbe,Hogwarts,Hogwarts,2019-11-03,02:42:3,4,Castelobruxo,Slytherin,November,77.3071472581639,162.3
22,200 FREE RELAY,Gregory Goyle,Hogwarts,Hogwarts,2019-11-03,02:42:3,4,Castelobruxo,Slytherin,November,61.807147258163894,162.3
31,400 FREE RELAY,Romilda Vane,Hogwarts,Hogwarts,2019-11-03,04:52:4,2,Castelobruxo,Gryffindor,November,0.5998632010943936,292.4
31,400 FREE RELAY,Natalie McDonald,Hogwarts,Hogwarts,2019-11-03,04:52:4,2,Castelobruxo,Gryffindor,November,10.099863201094394,292.4
31,400 FREE RELAY,Jimmy Peakes,Hogwarts,Hogwarts,2019-11-03,04:52:4,2,Castelobruxo,Gryffindor,November,0,292.4
31,400 FREE RELAY,Euan Abercrombie,Hogwarts,Hogwarts,2019-11-03,04:52:4,2,Castelobruxo,Gryffindor,November,10.599863201094397,292.4
1,200 MEDLEY RELAY,Cho Chang,Hogwarts,Durmstrang,2019-11-10,03:01:0,5,Durmstrang,Ravenclaw,November,30.124309392265193,181
1,200 MEDLEY RELAY,Marietta Edgecombe,Hogwarts,Durmstrang,2019-11-10,03:01:0,5,Durmstrang,Ravenclaw,November,31.624309392265193,181
1,200 MEDLEY RELAY,Mandy Brocklehurst,Hogwarts,Durmstrang,2019-11-10,03:01:0,5,Durmstrang,Ravenclaw,November,46.1243093922652,181
1,200 MEDLEY RELAY,Michael Corner,Hogwarts,Durmstrang,2019-11-10,03:01:0,5,Durmstrang,Ravenclaw,November,47.62430939226519,181
2,200 MEDLEY RELAY,Stephen Cornfoot,Hogwarts,Durmstrang,2019-11-10,02:16:4,2,Durmstrang,Slytherin,November,68.65689149560117,136.4
2,200 MEDLEY RELAY,Kevin Entwhistle,Hogwarts,Durmstrang,2019-11-10,02:16:4,2,Durmstrang,Ravenclaw,November,37.65689149560117,136.4
2,200 MEDLEY RELAY,Anthony Goldstein,Hogwarts,Durmstrang,2019-11-10,02:16:4,2,Durmstrang,Ravenclaw,November,47.15689149560117,136.4
2,200 MEDLEY RELAY,Su Li,Hogwarts,Durmstrang,2019-11-10,02:16:4,2,Durmstrang,Ravenclaw,November,43.65689149560117,136.4
22,200 FREE RELAY,Percy Weasley,Hogwarts,Durmstrang,2019-11-10,02:29:1,3,Durmstrang,Gryffindor,November,31.0345405767941,149.1
22,200 FREE RELAY,Bill Weasley,Hogwarts,Durmstrang,2019-11-10,02:29:1,3,Durmstrang,Gryffindor,November,26.0345405767941,149.1
22,200 FREE RELAY,Charlie Weasley,Hogwarts,Durmstrang,2019-11-10,02:29:1,3,Durmstrang,Gryffindor,November,28.5345405767941,149.1
22,200 FREE RELAY,Fred Weasley,Hogwarts,Durmstrang,2019-11-10,02:29:1,3,Durmstrang,Gryffindor,November,14.0345405767941,149.1
30,400 FREE RELAY,James Potter,Hogwarts,Durmstrang,2019-11-10,06:34:9,5,Durmstrang,Gryffindor,November,9.161433274246647,394.9
30,400 FREE RELAY,Lily Potter,Hogwarts,Durmstrang,2019-11-10,06:34:9,5,Durmstrang,Gryffindor,November,3.6614332742466438,394.9
30,400 FREE RELAY,Severus Snape,Hogwarts,Durmstrang,2019-11-10,06:34:9,5,Durmstrang,Slytherin,November,43.16143327424665,394.9
30,400 FREE RELAY,Olive Hornby,Hogwarts,Durmstrang,2019-11-10,06:34:9,5,Durmstrang,Gryffindor,November,6.661433274246647,394.9
31,400 FREE RELAY,Moaning Myrtle,Hogwarts,Durmstrang,2019-11-10,04:40:6,2,Durmstrang,Ravenclaw,November,24.31895937277263,280.6
31,400 FREE RELAY,Bertha Jorkins,Hogwarts,Durmstrang,2019-11-10,04:40:6,2,Durmstrang,Ravenclaw,November,26.81895937277263,280.6
31,400 FREE RELAY,Sirius Black,Hogwarts,Durmstrang,2019-11-10,04:40:6,2,Durmstrang,Gryffindor,November,7.318959372772632,280.6
31,400 FREE RELAY,Peter Pettigrew,Hogwarts,Durmstrang,2019-11-10,04:40:6,2,Durmstrang,Gryffindor,November,1.8189593727726283,280.6
2,200 MEDLEY RELAY,Nymphadora Tonks,Hogwarts,Hogwarts,2019-11-17,02:28:0,3,Beauxbatons,Hufflepuff,November,43.28378378378378,148
2,200 MEDLEY RELAY,Horace Slughorn,Hogwarts,Hogwarts,2019-11-17,02:28:0,3,Beauxbatons,Slytherin,November,69.28378378378379,148
2,200 MEDLEY RELAY,Phineas Nigellus Black,Hogwarts,Hogwarts,2019-11-17,02:28:0,3,Beauxbatons,Slytherin,November,75.28378378378378,148
2,200 MEDLEY RELAY,Regulus Black,Hogwarts,Hogwarts,2019-11-17,02:28:0,3,Beauxbatons,Slytherin,November,70.28378378378378,148
22,200 FREE RELAY,Eloise Midgen,Hogwarts,Hogwarts,2019-11-17,02:27:8,4,Beauxbatons,Gryffindor,November,15.829499323410012,147.8
22,200 FREE RELAY,Ritchie Coote,Hogwarts,Hogwarts,2019-11-17,02:27:8,4,Beauxbatons,Gryffindor,November,31.829499323410005,147.8
22,200 FREE RELAY,Jack Sloper,Hogwarts,Hogwarts,2019-11-17,02:27:8,4,Beauxbatons,Gryffindor,November,13.829499323410005,147.8
22,200 FREE RELAY,Victoria Frobisher,Hogwarts,Hogwarts,2019-11-17,02:27:8,4,Beauxbatons,Gryffindor,November,20.329499323410012,147.8
31,400 FREE RELAY,Cho Chang,Hogwarts,Hogwarts,2019-11-17,04:46:4,2,Beauxbatons,Ravenclaw,November,30.95810055865922,286.4
31,400 FREE RELAY,Marietta Edgecombe,Hogwarts,Hogwarts,2019-11-17,04:46:4,2,Beauxbatons,Ravenclaw,November,37.458100558659225,286.4
31,400 FREE RELAY,Mandy Brocklehurst,Hogwarts,Hogwarts,2019-11-17,04:46:4,2,Beauxbatons,Ravenclaw,November,26.458100558659222,286.4
31,400 FREE RELAY,Michael Corner,Hogwarts,Hogwarts,2019-11-17,04:46:4,2,Beauxbatons,Ravenclaw,November,29.958100558659222,286.4
32,400 FREE RELAY,Stephen Cornfoot,Hogwarts,Hogwarts,2019-11-17,06:27:2,5,Beauxbatons,Slytherin,November,45.91322314049587,387.2
32,400 FREE RELAY,Kevin Entwhistle,Hogwarts,Hogwarts,2019-11-17,06:27:2,5,Beauxbatons,Ravenclaw,November,18.91322314049587,387.2
32,400 FREE RELAY,Anthony Goldstein,Hogwarts,Hogwarts,2019-11-17,06:27:2,5,Beauxbatons,Ravenclaw,November,13.41322314049587,387.2
32,400 FREE RELAY,Su Li,Hogwarts,Hogwarts,2019-11-17,06:27:2,5,Beauxbatons,Ravenclaw,November,15.91322314049587,387.2
2,200 MEDLEY RELAY,Orla Quirke,Hogwarts,Ilvermorny,2019-10-19,03:02:5,5,Ilvermorny,Ravenclaw,October,44.3972602739726,182.5
2,200 MEDLEY RELAY,Stewart Ackerley,Hogwarts,Ilvermorny,2019-10-19,03:02:5,5,Ilvermorny,Ravenclaw,October,36.897260273972606,182.5
2,200 MEDLEY RELAY,Susan Bones,Hogwarts,Ilvermorny,2019-10-19,03:02:5,5,Ilvermorny,Hufflepuff,October,41.8972602739726,182.5
2,200 MEDLEY RELAY,Eleanor Branstone,Hogwarts,Ilvermorny,2019-10-19,03:02:5,5,Ilvermorny,Hufflepuff,October,39.8972602739726,182.5
3,200 MEDLEY RELAY,Owen Cauldwell,Hogwarts,Ilvermorny,2019-10-19,02:21:2,2,Ilvermorny,Hufflepuff,October,46.910764872521256,141.2
3,200 MEDLEY RELAY,Justin Finch-Fletchley,Hogwarts,Ilvermorny,2019-10-19,02:21:2,2,Ilvermorny,Hufflepuff,October,41.910764872521256,141.2
3,200 MEDLEY RELAY,Wayne Hopkins,Hogwarts,Ilvermorny,2019-10-19,02:21:2,2,Ilvermorny,Hufflepuff,October,51.41076487252125,141.2
3,200 MEDLEY RELAY,Megan Jones,Hogwarts,Ilvermorny,2019-10-19,02:21:2,2,Ilvermorny,Hufflepuff,October,42.410764872521256,141.2
22,200 FREE RELAY,Oliver Wood,Hogwarts,Ilvermorny,2019-10-19,02:47:3,3,Ilvermorny,Gryffindor,October,26.886431560071728,167.3
22,200 FREE RELAY,Marcus Flint,Hogwarts,Ilvermorny,2019-10-19,02:47:3,3,Ilvermorny,Slytherin,October,77.38643156007173,167.3
22,200 FREE RELAY,Cedric Diggory,Hogwarts,Ilvermorny,2019-10-19,02:47:3,3,Ilvermorny,Hufflepuff,October,43.38643156007173,167.3
22,200 FREE RELAY,Angelina Johnson,Hogwarts,Ilvermorny,2019-10-19,02:47:3,3,Ilvermorny,Gryffindor,October,15.886431560071728,167.3
30,400 FREE RELAY,Minerva McGonagall,Hogwarts,Ilvermorny,2019-10-19,06:56:6,4,Ilvermorny,Gryffindor,October,0,416.6
30,400 FREE RELAY,Remus Lupin,Hogwarts,Ilvermorny,2019-10-19,06:56:6,4,Ilvermorny,Gryffindor,October,0.5019203072491578,416.6
30,400 FREE RELAY,Lee Jordan,Hogwarts,Ilvermorny,2019-10-19,06:56:6,4,Ilvermorny,Gryffindor,October,0,416.6
30,400 FREE RELAY,Alicia Spinnet,Hogwarts,Ilvermorny,2019-10-19,06:56:6,4,Ilvermorny,Gryffindor,October,7.501920307249161,416.6
31,400 FREE RELAY,Patricia Stimpson,Hogwarts,Ilvermorny,2019-10-19,05:33:5,1,Ilvermorny,Ravenclaw,October,20.99250374812594,333.5
31,400 FREE RELAY,Madeline Cyr,Hogwarts,Ilvermorny,2019-10-19,05:33:5,1,Ilvermorny,Hufflepuff,October,25.492503748125937,333.5
31,400 FREE RELAY,Kenneth Towler,Hogwarts,Ilvermorny,2019-10-19,05:33:5,1,Ilvermorny,Gryffindor,October,6.992503748125934,333.5
31,400 FREE RELAY,Filius Flitwick,Hogwarts,Ilvermorny,2019-10-19,05:33:5,1,Ilvermorny,Ravenclaw,October,27.992503748125937,333.5
2,200 MEDLEY RELAY,Rabastan Lestrange,Hogwarts,Hogwarts,2019-12-15,02:45:5,2,Uagadou,Slytherin,December,79.21148036253777,165.5
2,200 MEDLEY RELAY,Miles Bletchley,Hogwarts,Hogwarts,2019-12-15,02:45:5,2,Uagadou,Slytherin,December,72.21148036253777,165.5
2,200 MEDLEY RELAY,Harry Potter,Hogwarts,Hogwarts,2019-12-15,02:45:5,2,Uagadou,Gryffindor,December,12.21148036253777,165.5
2,200 MEDLEY RELAY,Ron Weasley,Hogwarts,Hogwarts,2019-12-15,02:45:5,2,Uagadou,Gryffindor,December,18.21148036253777,165.5
22,200 FREE RELAY,Neville Longbottom,Hogwarts,Hogwarts,2019-12-15,02:43:4,2,Uagadou,Gryffindor,December,18.59975520195838,163.4
22,200 FREE RELAY,Ginny Weasley,Hogwarts,Hogwarts,2019-12-15,02:43:4,2,Uagadou,Gryffindor,December,20.09975520195838,163.4
22,200 FREE RELAY,Romilda Vane,Hogwarts,Hogwarts,2019-12-15,02:43:4,2,Uagadou,Gryffindor,December,28.59975520195838,163.4
22,200 FREE RELAY,Natalie McDonald,Hogwarts,Hogwarts,2019-12-15,02:43:4,2,Uagadou,Gryffindor,December,27.59975520195838,163.4
31,400 FREE RELAY,Morag McDougal,Hogwarts,Hogwarts,2019-12-15,05:06:1,2,Uagadou,Ravenclaw,December,26.334531198954586,306.1
31,400 FREE RELAY,Padma Patil,Hogwarts,Hogwarts,2019-12-15,05:06:1,2,Uagadou,Gryffindor,December,14.834531198954586,306.1
31,400 FREE RELAY,Lisa Turpin,Hogwarts,Hogwarts,2019-12-15,05:06:1,2,Uagadou,Ravenclaw,December,25.334531198954586,306.1
31,400 FREE RELAY,Luna Lovegood,Hogwarts,Hogwarts,2019-12-15,05:06:1,2,Uagadou,Ravenclaw,December,17.834531198954586,306.1
1,200 MEDLEY RELAY,Owen Cauldwell,Hogwarts,Mahoutokoro,2019-11-10,03:02:5,6,Mahoutokoro,Hufflepuff,November,30.397260273972606,182.5
1,200 MEDLEY RELAY,Justin Finch-Fletchley,Hogwarts,Mahoutokoro,2019-11-10,03:02:5,6,Mahoutokoro,Hufflepuff,November,31.897260273972602,182.5
1,200 MEDLEY RELAY,Wayne Hopkins,Hogwarts,Mahoutokoro,2019-11-10,03:02:5,6,Mahoutokoro,Hufflepuff,November,33.397260273972606,182.5
1,200 MEDLEY RELAY,Megan Jones,Hogwarts,Mahoutokoro,2019-11-10,03:02:5,6,Mahoutokoro,Hufflepuff,November,37.897260273972606,182.5
2,200 MEDLEY RELAY,Laura Madley,Hogwarts,Mahoutokoro,2019-11-10,02:20:9,2,Mahoutokoro,Hufflepuff,November,45.98616039744499,140.9
2,200 MEDLEY RELAY,Kevin Whitby,Hogwarts,Mahoutokoro,2019-11-10,02:20:9,2,Mahoutokoro,Hufflepuff,November,35.98616039744499,140.9
2,200 MEDLEY RELAY,Rose Zeller,Hogwarts,Mahoutokoro,2019-11-10,02:20:9,2,Mahoutokoro,Hufflepuff,November,36.48616039744499,140.9
2,200 MEDLEY RELAY,Terence Higgs,Hogwarts,Mahoutokoro,2019-11-10,02:20:9,2,Mahoutokoro,Slytherin,November,75.98616039744499,140.9
3,200 MEDLEY RELAY,Adrian Pucey,Hogwarts,Mahoutokoro,2019-11-10,02:34:8,4,Mahoutokoro,Slytherin,November,69.79974160206717,154.8
3,200 MEDLEY RELAY,Tracey Davis,Hogwarts,Mahoutokoro,2019-11-10,02:34:8,4,Mahoutokoro,Slytherin,November,68.29974160206717,154.8
3,200 MEDLEY RELAY,Lilian Moon,Hogwarts,Mahoutokoro,2019-11-10,02:34:8,4,Mahoutokoro,Hufflepuff,November,36.79974160206718,154.8
3,200 MEDLEY RELAY,Daphne Greengrass,Hogwarts,Mahoutokoro,2019-11-10,02:34:8,4,Mahoutokoro,Slytherin,November,76.79974160206719,154.8
21,200 FREE RELAY,Molly Weasley,Hogwarts,Mahoutokoro,2019-11-10,02:38:0,5,Mahoutokoro,Gryffindor,November,17.645569620253163,158
21,200 FREE RELAY,Arthur Weasley,Hogwarts,Mahoutokoro,2019-11-10,02:38:0,5,Mahoutokoro,Gryffindor,November,24.145569620253163,158
21,200 FREE RELAY,James Potter,Hogwarts,Mahoutokoro,2019-11-10,02:38:0,5,Mahoutokoro,Gryffindor,November,11.645569620253163,158
21,200 FREE RELAY,Lily Potter,Hogwarts,Mahoutokoro,2019-11-10,02:38:0,5,Mahoutokoro,Gryffindor,November,16.645569620253163,158
22,200 FREE RELAY,Severus Snape,Hogwarts,Mahoutokoro,2019-11-10,02:07:22,2,Mahoutokoro,Slytherin,November,88.19969040247679,129.2
22,200 FREE RELAY,Olive Hornby,Hogwarts,Mahoutokoro,2019-11-10,02:07:22,2,Mahoutokoro,Gryffindor,November,37.69969040247679,129.2
22,200 FREE RELAY,Moaning Myrtle,Hogwarts,Mahoutokoro,2019-11-10,02:07:22,2,Mahoutokoro,Ravenclaw,November,45.69969040247678,129.2
22,200 FREE RELAY,Bertha Jorkins,Hogwarts,Mahoutokoro,2019-11-10,02:07:22,2,Mahoutokoro,Ravenclaw,November,47.69969040247679,129.2
23,200 FREE RELAY,Sirius Black,Hogwarts,Mahoutokoro,2019-11-10,02:55:6,6,Mahoutokoro,Gryffindor,November,8.473804100227792,175.6
23,200 FREE RELAY,Peter Pettigrew,Hogwarts,Mahoutokoro,2019-11-10,02:55:6,6,Mahoutokoro,Gryffindor,November,15.473804100227795,175.6
23,200 FREE RELAY,Minerva McGonagall,Hogwarts,Mahoutokoro,2019-11-10,02:55:6,6,Mahoutokoro,Gryffindor,November,28.473804100227795,175.6
23,200 FREE RELAY,Remus Lupin,Hogwarts,Mahoutokoro,2019-11-10,02:55:6,6,Mahoutokoro,Gryffindor,November,24.973804100227788,175.6
31,400 FREE RELAY,Bellatrix Lestrange,Hogwarts,Mahoutokoro,2019-11-10,05:30:4,3,Mahoutokoro,Slytherin,November,46.633171912832935,330.4
31,400 FREE RELAY,Narcissa Malfoy,Hogwarts,Mahoutokoro,2019-11-10,05:30:4,3,Mahoutokoro,Slytherin,November,62.63317191283293,330.4
31,400 FREE RELAY,Evan Rosier,Hogwarts,Mahoutokoro,2019-11-10,05:30:4,3,Mahoutokoro,Slytherin,November,55.633171912832935,330.4
31,400 FREE RELAY,Rodolphus Lestrange,Hogwarts,Mahoutokoro,2019-11-10,05:30:4,3,Mahoutokoro,Slytherin,November,46.633171912832935,330.4
2,200 MEDLEY RELAY,Pansy Parkinson,Hogwarts,Hogwarts,2019-10-19,02:39:1,3,Castelobruxo,Slytherin,October,63.92677561282213,159.1
2,200 MEDLEY RELAY,Zacharias Smith,Hogwarts,Hogwarts,2019-10-19,02:39:1,3,Castelobruxo,Hufflepuff,October,34.92677561282213,159.1
2,200 MEDLEY RELAY,Blaise Zabini,Hogwarts,Hogwarts,2019-10-19,02:39:1,3,Castelobruxo,Slytherin,October,70.92677561282213,159.1
2,200 MEDLEY RELAY,Draco Malfoy,Hogwarts,Hogwarts,2019-10-19,02:39:1,3,Castelobruxo,Slytherin,October,76.42677561282213,159.1
21,200 FREE RELAY,Jimmy Peakes,Hogwarts,Hogwarts,2019-10-19,02:46:2,4,Castelobruxo,Gryffindor,October,28.584235860409144,166.2
21,200 FREE RELAY,Euan Abercrombie,Hogwarts,Hogwarts,2019-10-19,02:46:2,4,Castelobruxo,Gryffindor,October,13.584235860409144,166.2
21,200 FREE RELAY,Mary MacDonald,Hogwarts,Hogwarts,2019-10-19,02:46:2,4,Castelobruxo,Gryffindor,October,22.584235860409137,166.2
21,200 FREE RELAY,Penelope Clearwater,Hogwarts,Hogwarts,2019-10-19,02:46:2,4,Castelobruxo,Ravenclaw,October,46.084235860409144,166.2
22,200 FREE RELAY,Roger Davies,Hogwarts,Hogwarts,2019-10-19,02:16:1,2,Castelobruxo,Ravenclaw,October,40.737692872887585,136.1
22,200 FREE RELAY,Eddie Carmichael,Hogwarts,Hogwarts,2019-10-19,02:16:1,2,Castelobruxo,Ravenclaw,October,46.73769287288758,136.1
22,200 FREE RELAY,Cho Chang,Hogwarts,Hogwarts,2019-10-19,02:16:1,2,Castelobruxo,Ravenclaw,October,54.73769287288758,136.1
22,200 FREE RELAY,Marietta Edgecombe,Hogwarts,Hogwarts,2019-10-19,02:16:1,2,Castelobruxo,Ravenclaw,October,43.237692872887585,136.1
31,400 FREE RELAY,Owen Cauldwell,Hogwarts,Hogwarts,2019-10-19,05:29:8,3,Castelobruxo,Hufflepuff,October,21.160703456640388,329.8
31,400 FREE RELAY,Justin Finch-Fletchley,Hogwarts,Hogwarts,2019-10-19,05:29:8,3,Castelobruxo,Hufflepuff,October,22.16070345664039,329.8
31,400 FREE RELAY,Wayne Hopkins,Hogwarts,Hogwarts,2019-10-19,05:29:8,3,Castelobruxo,Hufflepuff,October,31.66070345664039,329.8
31,400 FREE RELAY,Megan Jones,Hogwarts,Hogwarts,2019-10-19,05:29:8,3,Castelobruxo,Hufflepuff,October,21.160703456640388,329.8
2,200 MEDLEY RELAY,Theodore Nott,Hogwarts,Durmstrang,2019-10-27,02:21:6,1,Durmstrang,Slytherin,October,71.81073446327684,141.6
2,200 MEDLEY RELAY,Astoria Greengrass,Hogwarts,Durmstrang,2019-10-27,02:21:6,1,Durmstrang,Slytherin,October,80.81073446327683,141.6
2,200 MEDLEY RELAY,Malcolm Baddock,Hogwarts,Durmstrang,2019-10-27,02:21:6,1,Durmstrang,Slytherin,October,76.81073446327684,141.6
2,200 MEDLEY RELAY,Graham Pritchard,Hogwarts,Durmstrang,2019-10-27,02:21:6,1,Durmstrang,Slytherin,October,82.81073446327683,141.6
3,200 MEDLEY RELAY,Lucius Malfoy,Hogwarts,Durmstrang,2019-10-27,02:40:5,3,Durmstrang,Slytherin,October,62.65264797507788,160.5
3,200 MEDLEY RELAY,Tom Riddle,Hogwarts,Durmstrang,2019-10-27,02:40:5,3,Durmstrang,Slytherin,October,77.15264797507788,160.5
3,200 MEDLEY RELAY,Percy Weasley,Hogwarts,Durmstrang,2019-10-27,02:40:5,3,Durmstrang,Gryffindor,October,11.15264797507788,160.5
3,200 MEDLEY RELAY,Bill Weasley,Hogwarts,Durmstrang,2019-10-27,02:40:5,3,Durmstrang,Gryffindor,October,23.152647975077883,160.5
21,200 FREE RELAY,Sirius Black,Hogwarts,Durmstrang,2019-10-27,03:15:8,4,Durmstrang,Gryffindor,October,12.036261491317667,195.8
21,200 FREE RELAY,Peter Pettigrew,Hogwarts,Durmstrang,2019-10-27,03:15:8,4,Durmstrang,Gryffindor,October,18.036261491317667,195.8
21,200 FREE RELAY,Minerva McGonagall,Hogwarts,Durmstrang,2019-10-27,03:15:8,4,Durmstrang,Gryffindor,October,22.036261491317674,195.8
21,200 FREE RELAY,Remus Lupin,Hogwarts,Durmstrang,2019-10-27,03:15:8,4,Durmstrang,Gryffindor,October,12.536261491317674,195.8
22,200 FREE RELAY,Lee Jordan,Hogwarts,Durmstrang,2019-10-27,02:13:3,1,Durmstrang,Gryffindor,October,24.00937734433608,133.3
22,200 FREE RELAY,Alicia Spinnet,Hogwarts,Durmstrang,2019-10-27,02:13:3,1,Durmstrang,Gryffindor,October,28.509377344336073,133.3
22,200 FREE RELAY,Patricia Stimpson,Hogwarts,Durmstrang,2019-10-27,02:13:3,1,Durmstrang,Ravenclaw,October,38.50937734433608,133.3
22,200 FREE RELAY,Madeline Cyr,Hogwarts,Durmstrang,2019-10-27,02:13:3,1,Durmstrang,Hufflepuff,October,50.50937734433607,133.3
23,200 FREE RELAY,Kenneth Towler,Hogwarts,Durmstrang,2019-10-27,02:56:7,3,Durmstrang,Gryffindor,October,26.296547821165817,176.7
23,200 FREE RELAY,Filius Flitwick,Hogwarts,Durmstrang,2019-10-27,02:56:7,3,Durmstrang,Ravenclaw,October,46.29654782116582,176.7
23,200 FREE RELAY,Nymphadora Tonks,Hogwarts,Durmstrang,2019-10-27,02:56:7,3,Durmstrang,Hufflepuff,October,33.29654782116582,176.7
23,200 FREE RELAY,Horace Slughorn,Hogwarts,Durmstrang,2019-10-27,02:56:7,3,Durmstrang,Slytherin,October,71.29654782116582,176.7
31,400 FREE RELAY,Hermione Granger,Hogwarts,Durmstrang,2019-10-27,05:29:7,2,Durmstrang,Gryffindor,October,10.165301789505612,329.7
31,400 FREE RELAY,Colin Creevey,Hogwarts,Durmstrang,2019-10-27,05:29:7,2,Durmstrang,Gryffindor,October,5.665301789505612,329.7
31,400 FREE RELAY,Seamus Finnigan,Hogwarts,Durmstrang,2019-10-27,05:29:7,2,Durmstrang,Gryffindor,October,2.6653017895056124,329.7
31,400 FREE RELAY,Hannah Abbott,Hogwarts,Durmstrang,2019-10-27,05:29:7,2,Durmstrang,Hufflepuff,October,21.665301789505612,329.7
2,200 MEDLEY RELAY,Vincent Crabbe,Hogwarts,Hogwarts,2019-12-08,02:24:3,3,Beauxbatons,Slytherin,December,75.15003465003466,144.3
2,200 MEDLEY RELAY,Gregory Goyle,Hogwarts,Hogwarts,2019-12-08,02:24:3,3,Beauxbatons,Slytherin,December,74.65003465003464,144.3
2,200 MEDLEY RELAY,Lavender Brown,Hogwarts,Hogwarts,2019-12-08,02:24:3,3,Beauxbatons,Gryffindor,December,29.65003465003464,144.3
2,200 MEDLEY RELAY,Katie Bell,Hogwarts,Hogwarts,2019-12-08,02:24:3,3,Beauxbatons,Gryffindor,December,23.150034650034648,144.3
3,200 MEDLEY RELAY,Parvati Patil,Hogwarts,Hogwarts,2019-12-08,02:15:3,5,Beauxbatons,Gryffindor,December,26.454915003695483,135.3
3,200 MEDLEY RELAY,Dennis Creevey,Hogwarts,Hogwarts,2019-12-08,02:15:3,5,Beauxbatons,Gryffindor,December,25.954915003695483,135.3
3,200 MEDLEY RELAY,Eloise Midgen,Hogwarts,Hogwarts,2019-12-08,02:15:3,5,Beauxbatons,Gryffindor,December,29.45491500369549,135.3
3,200 MEDLEY RELAY,Ritchie Coote,Hogwarts,Hogwarts,2019-12-08,02:15:3,5,Beauxbatons,Gryffindor,December,22.95491500369549,135.3
21,200 FREE RELAY,Mandy Brocklehurst,Hogwarts,Hogwarts,2019-12-08,02:58:0,6,Beauxbatons,Ravenclaw,December,39.08988764044943,178
21,200 FREE RELAY,Michael Corner,Hogwarts,Hogwarts,2019-12-08,02:58:0,6,Beauxbatons,Ravenclaw,December,28.089887640449437,178
21,200 FREE RELAY,Stephen Cornfoot,Hogwarts,Hogwarts,2019-12-08,02:58:0,6,Beauxbatons,Slytherin,December,75.58988764044943,178
21,200 FREE RELAY,Kevin Entwhistle,Hogwarts,Hogwarts,2019-12-08,02:58:0,6,Beauxbatons,Ravenclaw,December,44.08988764044943,178
22,200 FREE RELAY,Anthony Goldstein,Hogwarts,Hogwarts,2019-12-08,02:13:3,1,Beauxbatons,Ravenclaw,December,56.00937734433607,133.3
